id,x,y,color
1,-2.8815403432730284,0.04387411097763199,blue
2,-2.0829776134039117,-0.1990682699999912,blue
3,-1.5423299801746222,0.35281307705465703,blue
4,-1.118035738632817,-0.35404825622928043,blue
5,-0.6357060564182508,0.3503814427629523,blue
6,-0.2266217241469557,-0.36547890042357145,blue
7,0.2266217241469556,0.36547890042357145,blue
8,0.6357060564182508,-0.3503814427629523,blue
9,1.1180357386328168,0.35404825622928054,blue
10,1.542329980174622,-0.35281307705465703,blue
11,2.0829776134039117,0.19906826999999103,blue
12,2.8815403432730284,-0.043874110977632004,blue
