id,x,y,color
20,-2.363645897752477e-16,1.474439470664364e-16,blue
21,1.0503408703229193,0.60639079547056,blue
22,1.0503202686600182,-0.6064264785974249,blue
23,-2.060166290100176e-5,-1.2128172740679848,blue
24,-1.0503408703229193,-0.6063907954705599,blue
25,-1.0503202686600184,0.6064264785974254,blue
26,2.0601662901202536e-5,1.212817274067985,blue
27,1.1455075965005455,1.983999526688302,blue
28,2.1334368101128645,1.2316919972587346,blue
29,2.290947789458644,-3.8915453375605595e-5,blue
30,2.1333949643204897,-1.2317644762972109,blue
31,1.145440192958099,-1.9840384421416777,blue
32,-4.1845792374953164e-5,-2.4634564735559454,blue
33,-1.145507596500545,-1.983999526688302,blue
34,-2.1334368101128645,-1.231691997258735,blue
35,-2.290947789458644,3.891545337535714e-5,blue
36,-2.1333949643204897,1.2317644762972106,blue
37,-1.1454401929580993,1.9840384421416777,blue
38,4.184579237500269e-5,2.463456473555946,blue
