(2,0,0) (2,0,0.0259) (2,1,0.0259) (2,1,1.0) (2,2,1.0) (2,2,0.0) (2,3,0.0) (2,3,0.9344) (2,4,0.9344) (2,4,-0.0018) (2,5,-0.0018) (2,5,0.019) (2,6,0.019) (2,6,0.0073) (2,7,0.0073) (2,7,0.0042) (2,8,0.0042) (2,8,0.0028) (2,9,0.0028) (2,9,0.0019) (2,10,0.0019) (2,10,0.0018) (2,11,0.0018) (2,11,0.0014) (2,12,0.0014) (2,12,0)

(3,0,0) (3,0,0.0259) (3,1,0.0259) (3,1,1.0) (3,2,1.0) (3,2,0.0) (3,3,0.0) (3,3,0.9344) (3,4,0.9344) (3,4,-0.0018) (3,5,-0.0018) (3,5,0.019) (3,6,0.019) (3,6,0.0073) (3,7,0.0073) (3,7,0.0042) (3,8,0.0042) (3,8,0.0028) (3,9,0.0028) (3,9,0.0019) (3,10,0.0019) (3,10,0.0018) (3,11,0.0018) (3,11,0.0014) (3,12,0.0014) (3,12,0)

(3,0,0) (3,0,0.0221) (3,1,0.0221) (3,1,0.0208) (3,2,0.0208) (3,2,0.9344) (3,3,0.9344) (3,3,0.0) (3,4,0.0) (3,4,0.9452) (3,5,0.9452) (3,5,-0.0038) (3,6,-0.0038) (3,6,0.02) (3,7,0.02) (3,7,0.0075) (3,8,0.0075) (3,8,0.0047) (3,9,0.0047) (3,9,0.0028) (3,10,0.0028) (3,10,0.0025) (3,11,0.0025) (3,11,0.0019) (3,12,0.0019) (3,12,0)

(4,0,0) (4,0,0.0221) (4,1,0.0221) (4,1,0.0208) (4,2,0.0208) (4,2,0.9344) (4,3,0.9344) (4,3,0.0) (4,4,0.0) (4,4,0.9452) (4,5,0.9452) (4,5,-0.0038) (4,6,-0.0038) (4,6,0.02) (4,7,0.02) (4,7,0.0075) (4,8,0.0075) (4,8,0.0047) (4,9,0.0047) (4,9,0.0028) (4,10,0.0028) (4,10,0.0025) (4,11,0.0025) (4,11,0.0019) (4,12,0.0019) (4,12,0)

(4,0,0) (4,0,0.0091) (4,1,0.0091) (4,1,0.0221) (4,2,0.0221) (4,2,-0.0018) (4,3,-0.0018) (4,3,0.9452) (4,4,0.9452) (4,4,0.0) (4,5,0.0) (4,5,0.919) (4,6,0.919) (4,6,-0.0099) (4,7,-0.0099) (4,7,0.0185) (4,8,0.0185) (4,8,0.0075) (4,9,0.0075) (4,9,0.0042) (4,10,0.0042) (4,10,0.0033) (4,11,0.0033) (4,11,0.0024) (4,12,0.0024) (4,12,0)

(5,0,0) (5,0,0.0091) (5,1,0.0091) (5,1,0.0221) (5,2,0.0221) (5,2,-0.0018) (5,3,-0.0018) (5,3,0.9452) (5,4,0.9452) (5,4,0.0) (5,5,0.0) (5,5,0.919) (5,6,0.919) (5,6,-0.0099) (5,7,-0.0099) (5,7,0.0185) (5,8,0.0185) (5,8,0.0075) (5,9,0.0075) (5,9,0.0042) (5,10,0.0042) (5,10,0.0033) (5,11,0.0033) (5,11,0.0024) (5,12,0.0024) (5,12,0)

(5,0,0) (5,0,0.0054) (5,1,0.0054) (5,1,0.0095) (5,2,0.0095) (5,2,0.019) (5,3,0.019) (5,3,-0.0038) (5,4,-0.0038) (5,4,0.919) (5,5,0.919) (5,5,0.0) (5,6,0.0) (5,6,0.9402) (5,7,0.9402) (5,7,-0.0099) (5,8,-0.0099) (5,8,0.02) (5,9,0.02) (5,9,0.0073) (5,10,0.0073) (5,10,0.0054) (5,11,0.0054) (5,11,0.0035) (5,12,0.0035) (5,12,0)

(6,0,0) (6,0,0.0054) (6,1,0.0054) (6,1,0.0095) (6,2,0.0095) (6,2,0.019) (6,3,0.019) (6,3,-0.0038) (6,4,-0.0038) (6,4,0.919) (6,5,0.919) (6,5,0.0) (6,6,0.0) (6,6,0.9402) (6,7,0.9402) (6,7,-0.0099) (6,8,-0.0099) (6,8,0.02) (6,9,0.02) (6,9,0.0073) (6,10,0.0073) (6,10,0.0054) (6,11,0.0054) (6,11,0.0035) (6,12,0.0035) (6,12,0)

(6,0,0) (6,0,0.0035) (6,1,0.0035) (6,1,0.0054) (6,2,0.0054) (6,2,0.0073) (6,3,0.0073) (6,3,0.02) (6,4,0.02) (6,4,-0.0099) (6,5,-0.0099) (6,5,0.9402) (6,6,0.9402) (6,6,0.0) (6,7,0.0) (6,7,0.919) (6,8,0.919) (6,8,-0.0038) (6,9,-0.0038) (6,9,0.019) (6,10,0.019) (6,10,0.0095) (6,11,0.0095) (6,11,0.0054) (6,12,0.0054) (6,12,0)

(7,0,0) (7,0,0.0035) (7,1,0.0035) (7,1,0.0054) (7,2,0.0054) (7,2,0.0073) (7,3,0.0073) (7,3,0.02) (7,4,0.02) (7,4,-0.0099) (7,5,-0.0099) (7,5,0.9402) (7,6,0.9402) (7,6,0.0) (7,7,0.0) (7,7,0.919) (7,8,0.919) (7,8,-0.0038) (7,9,-0.0038) (7,9,0.019) (7,10,0.019) (7,10,0.0095) (7,11,0.0095) (7,11,0.0054) (7,12,0.0054) (7,12,0)

(7,0,0) (7,0,0.0024) (7,1,0.0024) (7,1,0.0033) (7,2,0.0033) (7,2,0.0042) (7,3,0.0042) (7,3,0.0075) (7,4,0.0075) (7,4,0.0185) (7,5,0.0185) (7,5,-0.0099) (7,6,-0.0099) (7,6,0.919) (7,7,0.919) (7,7,0.0) (7,8,0.0) (7,8,0.9452) (7,9,0.9452) (7,9,-0.0018) (7,10,-0.0018) (7,10,0.0221) (7,11,0.0221) (7,11,0.0091) (7,12,0.0091) (7,12,0)

(8,0,0) (8,0,0.0024) (8,1,0.0024) (8,1,0.0033) (8,2,0.0033) (8,2,0.0042) (8,3,0.0042) (8,3,0.0075) (8,4,0.0075) (8,4,0.0185) (8,5,0.0185) (8,5,-0.0099) (8,6,-0.0099) (8,6,0.919) (8,7,0.919) (8,7,0.0) (8,8,0.0) (8,8,0.9452) (8,9,0.9452) (8,9,-0.0018) (8,10,-0.0018) (8,10,0.0221) (8,11,0.0221) (8,11,0.0091) (8,12,0.0091) (8,12,0)

(8,0,0) (8,0,0.0019) (8,1,0.0019) (8,1,0.0025) (8,2,0.0025) (8,2,0.0028) (8,3,0.0028) (8,3,0.0047) (8,4,0.0047) (8,4,0.0075) (8,5,0.0075) (8,5,0.02) (8,6,0.02) (8,6,-0.0038) (8,7,-0.0038) (8,7,0.9452) (8,8,0.9452) (8,8,0.0) (8,9,0.0) (8,9,0.9344) (8,10,0.9344) (8,10,0.0208) (8,11,0.0208) (8,11,0.0221) (8,12,0.0221) (8,12,0)

(9,0,0) (9,0,0.0019) (9,1,0.0019) (9,1,0.0025) (9,2,0.0025) (9,2,0.0028) (9,3,0.0028) (9,3,0.0047) (9,4,0.0047) (9,4,0.0075) (9,5,0.0075) (9,5,0.02) (9,6,0.02) (9,6,-0.0038) (9,7,-0.0038) (9,7,0.9452) (9,8,0.9452) (9,8,0.0) (9,9,0.0) (9,9,0.9344) (9,10,0.9344) (9,10,0.0208) (9,11,0.0208) (9,11,0.0221) (9,12,0.0221) (9,12,0)

(9,0,0) (9,0,0.0014) (9,1,0.0014) (9,1,0.0018) (9,2,0.0018) (9,2,0.0019) (9,3,0.0019) (9,3,0.0028) (9,4,0.0028) (9,4,0.0042) (9,5,0.0042) (9,5,0.0073) (9,6,0.0073) (9,6,0.019) (9,7,0.019) (9,7,-0.0018) (9,8,-0.0018) (9,8,0.9344) (9,9,0.9344) (9,9,0.0) (9,10,0.0) (9,10,1.0) (9,11,1.0) (9,11,0.0259) (9,12,0.0259) (9,12,0)

(10,0,0) (10,0,0.0014) (10,1,0.0014) (10,1,0.0018) (10,2,0.0018) (10,2,0.0019) (10,3,0.0019) (10,3,0.0028) (10,4,0.0028) (10,4,0.0042) (10,5,0.0042) (10,5,0.0073) (10,6,0.0073) (10,6,0.019) (10,7,0.019) (10,7,-0.0018) (10,8,-0.0018) (10,8,0.9344) (10,9,0.9344) (10,9,0.0) (10,10,0.0) (10,10,1.0) (10,11,1.0) (10,11,0.0259) (10,12,0.0259) (10,12,0)

(10,0,0) (10,0,0.0015) (10,1,0.0015) (10,1,0.0017) (10,2,0.0017) (10,2,0.0018) (10,3,0.0018) (10,3,0.0025) (10,4,0.0025) (10,4,0.0033) (10,5,0.0033) (10,5,0.0054) (10,6,0.0054) (10,6,0.0095) (10,7,0.0095) (10,7,0.0221) (10,8,0.0221) (10,8,0.0208) (10,9,0.0208) (10,9,1.0) (10,10,1.0) (10,10,0.0) (10,11,0.0) (10,11,0.9375) (10,12,0.9375) (10,12,0)

(11,0,0) (11,0,0.0015) (11,1,0.0015) (11,1,0.0017) (11,2,0.0017) (11,2,0.0018) (11,3,0.0018) (11,3,0.0025) (11,4,0.0025) (11,4,0.0033) (11,5,0.0033) (11,5,0.0054) (11,6,0.0054) (11,6,0.0095) (11,7,0.0095) (11,7,0.0221) (11,8,0.0221) (11,8,0.0208) (11,9,0.0208) (11,9,1.0) (11,10,1.0) (11,10,0.0) (11,11,0.0) (11,11,0.9375) (11,12,0.9375) (11,12,0)

(11,0,0) (11,0,0.0013) (11,1,0.0013) (11,1,0.0015) (11,2,0.0015) (11,2,0.0014) (11,3,0.0014) (11,3,0.0019) (11,4,0.0019) (11,4,0.0024) (11,5,0.0024) (11,5,0.0035) (11,6,0.0035) (11,6,0.0054) (11,7,0.0054) (11,7,0.0091) (11,8,0.0091) (11,8,0.0221) (11,9,0.0221) (11,9,0.0259) (11,10,0.0259) (11,10,0.9375) (11,11,0.9375) (11,11,0.0) (11,12,0.0) (11,12,0)

(12,0,0) (12,0,0.0013) (12,1,0.0013) (12,1,0.0015) (12,2,0.0015) (12,2,0.0014) (12,3,0.0014) (12,3,0.0019) (12,4,0.0019) (12,4,0.0024) (12,5,0.0024) (12,5,0.0035) (12,6,0.0035) (12,6,0.0054) (12,7,0.0054) (12,7,0.0091) (12,8,0.0091) (12,8,0.0221) (12,9,0.0221) (12,9,0.0259) (12,10,0.0259) (12,10,0.9375) (12,11,0.9375) (12,11,0.0) (12,12,0.0) (12,12,0)

(12,0,0) (12,0,0) (12,1,0) (12,1,0) (12,2,0) (12,2,0) (12,3,0) (12,3,0) (12,4,0) (12,4,0) (12,5,0) (12,5,0) (12,6,0) (12,6,0) (12,7,0) (12,7,0) (12,8,0) (12,8,0) (12,9,0) (12,9,0) (12,10,0) (12,10,0) (12,11,0) (12,11,0) (12,12,0) (12,12,0)
