id,x,y,color
1,-3.21865,-0.0,0.20777799450374912
2,-2.48009,-0.0,0.30349016458527944
3,-1.86299,-0.0,0.4170731350734545
4,-1.30194,0.0,0.4466636318304862
5,-0.77098,0.0,0.4882900162813081
6,-0.25541,0.0,0.49505047217430276
7,0.25541,0.0,0.49505047217430276
8,0.77098,0.0,0.4882900162813081
9,1.30194,0.0,0.4466636318304862
10,1.86299,0.0,0.4170731350734545
11,2.48009,0.0,0.30349016458527944
12,3.21865,0.0,0.20777799450374912
