id,x,y,color
13,-2.8815403432730284,0.04387411097763199,blue
14,-2.0829776134039117,-0.1990682699999912,blue
15,-1.5423299801746222,0.35281307705465703,blue
16,-1.118035738632817,-0.35404825622928043,blue
17,-0.6357060564182508,0.3503814427629523,blue
18,-0.2266217241469557,-0.36547890042357145,blue
19,0.2266217241469556,0.36547890042357145,blue
20,0.6357060564182508,-0.3503814427629523,blue
21,1.1180357386328168,0.35404825622928054,blue
22,1.542329980174622,-0.35281307705465703,blue
23,2.0829776134039117,0.19906826999999103,blue
24,2.8815403432730284,-0.043874110977632004,blue
